{2022-02-15 12:42:09 info : User successfully logged in. }
{2022-02-15 12:50:43 [32minfo[39m : User successfully logged in. }
{2022-02-15 12:53:45 info : User successfully logged in. }
{2022-02-15 13:48:13 error : User successfully logged in. }
{2022-02-15 13:51:45 info : User successfully logged in. }
{2022-02-15 13:52:55 info : User successfully logged in. }
{2022-02-15 14:17:38 info : User successfully logged in. }
{2022-02-15 16:35:54 info : User successfully logged in. }
{2022-02-16 12:44:07 info : Authentication and refresh token has been sent}
{2022-02-16 12:46:29 info : Authentication and refresh token has been sent}
{2022-02-16 12:46:48 info : User has been logged out successfully.}
{2022-02-16 12:47:06 info : Get all the info of requested user after login.}
{ 2022-02-16 12:48:06 | info : Authentication and refresh token has been sent}
{ 2022-02-16 12:49:07 | info : Authentication and refresh token have been sent}
{ 2022-02-16 12:50:10 | info : User has been logged out successfully.}
{ 2022-02-16 12:50:30 | info : Login first before get fresh token}
{ 2022-02-16 12:51:04 | info : Get all the info of requested user after login.}
{ 2022-02-16 12:51:20 | info : User has been logged out successfully.}
{ 2022-02-16 12:52:16 | info : Login first before get refresh token }
{ 2022-02-16 12:53:34 | info : Get all the info of requested user after login. }
{ 2022-02-16 12:53:41 | info : User has been logged out successfully. }
{ 2022-02-16 12:54:33 | info : Login first before get refresh token }
{ 2022-02-16 12:55:33 | info : Login first before get refresh token }
{ 2022-02-16 12:56:13 | info : Get all the info of requested user after login. }
{ 2022-02-16 12:57:12 | info : Authentication and refresh token have been sent }
{ 2022-02-16 12:58:14 | info : Authentication and refresh token have been sent }
{ 2022-02-16 13:01:11 | info : Authentication and refresh token have been sent }
{ 2022-02-16 13:01:20 | info : User has been logged out successfully. }
{ 2022-02-16 13:09:05 | info : Get all the info of requested user after login. }
{ 2022-02-16 13:10:05 | info : Authentication and refresh token have been sent }
{ 2022-02-16 13:10:50 | info : User has been logged out successfully. }
{ 2022-02-16 13:10:57 | info : Get all the info of requested user after login. }
{ 2022-02-16 13:16:15 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:00:17 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:03:12 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:06:58 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:09:11 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:11:33 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:13:25 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:36:06 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:48:38 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:51:13 | info : Authentication and refresh token have been sent }
{ 2022-02-16 15:59:22 | info : Authentication and refresh token have been sent }
{ 2022-02-16 16:00:49 | info : Authentication and refresh token have been sent }
{ 2022-02-16 16:02:24 | info : Authentication and refresh token have been sent }
{ 2022-02-16 16:11:54 | info : Authentication and refresh token have been sent }
{ 2022-02-16 17:15:56 | info : Authentication and refresh token have been sent }
{ 2022-02-16 17:17:01 | info : Authentication and refresh token have been sent }
{ 2022-02-16 17:21:51 | info : User has been logged out successfully. }
{ 2022-02-16 17:22:13 | warn : User Already exist in this email }
{ 2022-02-16 17:22:13 | info : Get all the info of requested user after login. }
{ 2022-02-16 17:22:16 | info : User has been logged out successfully. }
{ 2022-02-16 17:22:55 | info : Get all the info of requested user after login. }
{ 2022-02-16 17:23:55 | info : Authentication and refresh token have been sent }
{ 2022-02-16 17:25:15 | info : User has been logged out successfully. }
{ 2022-02-16 17:25:40 | info : Get all the info of requested user after login. }
{ 2022-02-16 17:26:39 | info : Authentication and refresh token have been sent }
{ 2022-02-16 17:30:40 | info : User has been logged out successfully. }
{ 2022-02-16 17:35:18 | warn : User Already exist in this email }
{ 2022-02-16 17:35:18 | info : Get all the info of requested user after login. }
{ 2022-02-16 17:35:26 | info : User has been logged out successfully. }
{ 2022-02-16 17:36:18 | info : Login first before get refresh token }
{ 2022-02-16 17:38:34 | error : User Already exist for linkedin account. }
{ 2022-02-16 17:38:36 | error : User Already exist for linkedin account. }
{ 2022-02-16 17:38:36 | info : Get all the info of requested user after login. }
{ 2022-02-16 17:39:36 | info : Authentication and refresh token have been sent }
{ 2022-02-16 17:39:57 | info : User has been logged out successfully. }
